model_slice,age_window_width_myr,n_histories_total,worst_case_cumulative_euv_width,worst_case_cumulative_wind_width
TOI-700 0.45 Msun,130.0,97,1.1517125459588966,1.2027811169693001
TOI-700 0.45 Msun,140.0,97,1.1580365949820386,1.2027811169693001
TOI-700 0.45 Msun,150.0,97,1.1730360688382246,1.2296233916192842
TOI-700 0.45 Msun,160.0,97,1.1939791326767422,1.257334104384489
TOI-700 0.45 Msun,170.0,97,1.1939791326767422,1.257334104384489
TOI-700 0.45 Msun,180.0,97,1.2170268630396426,1.2854741438274642
TOI-700 0.45 Msun,190.0,97,1.2272157172363127,1.2984763431251443
TOI-700 0.45 Msun,200.0,97,1.236359196264707,1.310308171228236
TOI-700 0.45 Msun,210.0,97,1.236359196264707,1.310308171228236
TOI-700 0.45 Msun,220.0,97,1.269934253203087,1.3518625611777408
TOI-700 0.45 Msun,230.0,97,1.2838304572453982,1.3683887753946604
TOI-700 0.45 Msun,240.0,97,1.2838304572453982,1.3683887753946604
TOI-700 0.45 Msun,250.0,97,1.2960117247920269,1.383106510514842
TOI-700 0.45 Msun,260.0,97,1.3171484798888384,1.4085079498576827
TOI-700 0.45 Msun,270.0,97,1.3171484798888384,1.4085079498576827
TOI-700 0.45 Msun,280.0,97,1.3310900116096829,1.425460484502108
TOI-700 0.45 Msun,290.0,97,1.3493501750322832,1.4477219309386482
TOI-700 0.45 Msun,300.0,97,1.370187173645276,1.4727685863320374
TOI-700 0.45 Msun,310.0,97,1.3773259221039795,1.4814177621606113
TOI-700 0.45 Msun,320.0,97,1.3971944597653063,1.5053067745405693
TOI-700 0.45 Msun,330.0,97,1.4099643312554806,1.5201302128402627
TOI-700 0.45 Msun,340.0,97,1.4099643312554806,1.5201302128402627
TOI-700 0.45 Msun,350.0,97,1.4105084285988123,1.5201302128402627
TOI-700 0.45 Msun,360.0,97,1.4461753970083684,1.563029438618535
TOI-700 0.45 Msun,370.0,97,1.4461753970083684,1.563029438618535
TOI-700 0.45 Msun,380.0,97,1.4761598508107474,1.597003619170335
TOI-700 0.45 Msun,390.0,97,1.4811921915685753,1.6037078286680004
TOI-700 0.45 Msun,400.0,97,1.5071962291047192,1.6334486246513542
TOI-700 0.45 Msun,410.0,97,1.5120564575639963,1.6392510942689842
TOI-700 0.45 Msun,420.0,97,1.5324949106132282,1.662528982255428
TOI-700 0.45 Msun,430.0,97,1.5498998906504828,1.6822671361366939
TOI-700 0.45 Msun,440.0,97,1.5498998906504828,1.6822671361366939
TOI-700 0.45 Msun,450.0,97,1.5642209086976548,1.6982135342130906
TOI-700 0.45 Msun,460.0,97,1.5810443079691727,1.7170303712977857
TOI-700 0.45 Msun,470.0,97,1.5891326810920405,1.72587380179848
TOI-700 0.45 Msun,480.0,97,1.6051353717576105,1.7439527600155929
TOI-700 0.45 Msun,490.0,97,1.6193298515498653,1.7598987464066755
TOI-700 0.45 Msun,500.0,97,1.6302865527305996,1.7714306333620944
TOI-700 0.45 Msun,510.0,97,1.6433262766116015,1.7857826670716066
TOI-700 0.45 Msun,520.0,97,1.6522954824253298,1.7954700531052343
TOI-700 0.45 Msun,530.0,97,1.6872410096624424,1.8338452015135123
TOI-700 0.45 Msun,540.0,97,1.6872410096624424,1.8338452015135123
TOI-700 0.45 Msun,550.0,97,1.699412821205997,1.8471818491908012
TOI-700 0.45 Msun,560.0,97,1.7221296825372883,1.8716531409295953
TOI-700 0.45 Msun,570.0,97,1.727846258346912,1.877790995861451
TOI-700 0.45 Msun,580.0,97,1.742476903856569,1.893525974893942
TOI-700 0.45 Msun,590.0,97,1.7595944886726353,1.9133492952509303
TOI-700 0.45 Msun,600.0,97,1.7808349034078104,1.9362484760079244
TOI-700 0.45 Msun,610.0,97,1.7808349034078104,1.9362484760079244
